task_id,task_family,task_source,human_source,score_binarized,score_cont,human_minutes,minutes_floored,delta_task,minutes_derived,derivation
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,312.0,,312.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,327.0,,327.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.6174200658,480.0,431.0,,431.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.2910694598,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.2910694598,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.5292172001000001,480.0,482.0,,482.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,0,0.8820286658000001,480.0,489.0,,489.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,496.0,,496.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,505.0,,505.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,506.0,,506.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,1203.0,,1203.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,1353.0,,1353.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,2865.0,,2865.0,uncorrected_rebench
ai_rd_rust_codecontests_inference/main,ai_rd_rust_codecontests_inference,RE-Bench,estimate,1,1.0,480.0,10118.0,,10118.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,239.0,,239.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,239.0,,239.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,476.0,,476.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,1,1.0,480.0,479.0,,479.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,483.0,,483.0,uncorrected_rebench
ai_rd_small_scaling_law/main,ai_rd_small_scaling_law,RE-Bench,estimate,0,0.0,480.0,3120.0,,3120.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.0,492.963,464.0,,464.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.1354425617,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.6827519772,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,1,1.0,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.7092081665000001,492.963,479.0,,479.0,uncorrected_rebench
ai_rd_triton_cumsum/main,ai_rd_triton_cumsum,RE-Bench,baseline,0,0.3745232994,492.963,539.0,,539.0,uncorrected_rebench
alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,0.19226666666666667,0.0,0.19226666666666667,swaa_exact
alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,0.13168333333333335,0.0,0.13168333333333335,swaa_exact
alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,0.12196666666666667,0.0,0.12196666666666667,swaa_exact
alert_triage/alert_triage_1,alert_triage,SWAA,baseline,1,1.0,0.1696162735,0.26803333333333335,0.0,0.26803333333333335,swaa_exact
alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,0.07425,0.0,0.07425,swaa_exact
alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,0.13463333333333333,0.0,0.13463333333333333,swaa_exact
alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,0.08185,0.0,0.08185,swaa_exact
alert_triage/alert_triage_10,alert_triage,SWAA,baseline,1,1.0,0.0948365178,0.0989,0.0,0.0989,swaa_exact
alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,0.14385,0.0,0.14385,swaa_exact
alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,0.06163333333333333,0.0,0.06163333333333333,swaa_exact
alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,0.0703,0.0,0.0703,swaa_exact
alert_triage/alert_triage_11,alert_triage,SWAA,baseline,1,1.0,0.1005509975,0.16393333333333332,0.0,0.16393333333333332,swaa_exact
alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,0.1279,0.0,0.1279,swaa_exact
alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,0.10086666666666666,0.0,0.10086666666666666,swaa_exact
alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,0.0456,0.0,0.0456,swaa_exact
alert_triage/alert_triage_3,alert_triage,SWAA,baseline,1,1.0,0.0851312872,0.08933333333333333,0.0,0.08933333333333333,swaa_exact
alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,0.17236666666666667,0.0,0.17236666666666667,swaa_exact
alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,0.08228333333333333,0.0,0.08228333333333333,swaa_exact
alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,0.05583333333333333,0.0,0.05583333333333333,swaa_exact
alert_triage/alert_triage_4,alert_triage,SWAA,baseline,1,1.0,0.0985183025,0.11903333333333334,0.0,0.11903333333333334,swaa_exact
alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,0.07385,0.0,0.07385,swaa_exact
alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,0.08408333333333333,0.0,0.08408333333333333,swaa_exact
alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,0.06146666666666667,0.0,0.06146666666666667,swaa_exact
alert_triage/alert_triage_5,alert_triage,SWAA,baseline,1,1.0,0.0819728262,0.11831666666666667,0.0,0.11831666666666667,swaa_exact
alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,0.13438333333333333,0.0,0.13438333333333333,swaa_exact
alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,0.07951666666666667,0.0,0.07951666666666667,swaa_exact
alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,0.0364,0.0,0.0364,swaa_exact
alert_triage/alert_triage_6,alert_triage,SWAA,baseline,1,1.0,0.085147315,0.13515,0.0,0.13515,swaa_exact
alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,0.162,0.0,0.162,swaa_exact
alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,0.03495,0.0,0.03495,swaa_exact
alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,0.12656666666666666,0.0,0.12656666666666666,swaa_exact
alert_triage/alert_triage_7,alert_triage,SWAA,baseline,1,1.0,0.069189755,0.032,0.0,0.032,swaa_exact
alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,0.12145,0.0,0.12145,swaa_exact
alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,0.06975,0.0,0.06975,swaa_exact
alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,0.06388333333333333,0.0,0.06388333333333333,swaa_exact
alert_triage/alert_triage_8,alert_triage,SWAA,baseline,1,1.0,0.0705176306,0.04566666666666667,0.0,0.04566666666666667,swaa_exact
alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,0.07171666666666666,0.0,0.07171666666666666,swaa_exact
alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,0.1244,0.0,0.1244,swaa_exact
alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,0.08875,0.0,0.08875,swaa_exact
alert_triage/alert_triage_9,alert_triage,SWAA,baseline,1,1.0,0.10645328700000001,0.16221666666666668,0.0,0.16221666666666668,swaa_exact
anti_bot_site/default,anti_bot_site,HCAST,baseline,0,0.0,110.087,105.0,0.08699999999999924,105.087,delta_imputed_failure
anti_bot_site/default,anti_bot_site,HCAST,baseline,1,1.0,110.087,110.0,0.08699999999999924,110.087,delta_corrected
anti_bot_site/default,anti_bot_site,HCAST,baseline,0,0.0,110.087,480.0,0.08699999999999924,480.087,delta_imputed_failure
apps_dataset_debug/dev_9_sort,apps_dataset_debug,HCAST,baseline,1,1.0,7.866,3.0,0.6104622306914479,3.610462230691448,delta_corrected
apps_dataset_debug/dev_9_sort,apps_dataset_debug,HCAST,baseline,1,1.0,7.866,11.0,0.6104622306914479,11.610462230691448,delta_corrected
apps_dataset_debug/dev_9_sort,apps_dataset_debug,HCAST,baseline,1,1.0,7.866,11.0,0.6104622306914479,11.610462230691448,delta_corrected
arithmetic/complex_1,arithmetic,SWAA,baseline,1,1.0,0.46120364010000003,0.7699166666666667,0.0,0.7699166666666667,swaa_exact
arithmetic/complex_1,arithmetic,SWAA,baseline,1,1.0,0.46120364010000003,0.35126666666666667,0.0,0.35126666666666667,swaa_exact
arithmetic/complex_1,arithmetic,SWAA,baseline,1,1.0,0.46120364010000003,0.3627166666666667,0.0,0.3627166666666667,swaa_exact
arithmetic/complex_10,arithmetic,SWAA,baseline,1,1.0,0.4043179951,0.9241,0.0,0.9241,swaa_exact
arithmetic/complex_10,arithmetic,SWAA,baseline,1,1.0,0.4043179951,0.3554333333333333,0.0,0.3554333333333333,swaa_exact
arithmetic/complex_10,arithmetic,SWAA,baseline,1,1.0,0.4043179951,0.20121666666666665,0.0,0.20121666666666665,swaa_exact
arithmetic/complex_2,arithmetic,SWAA,baseline,1,1.0,0.2820306099,0.21338333333333334,0.0,0.21338333333333334,swaa_exact
arithmetic/complex_2,arithmetic,SWAA,baseline,1,1.0,0.2820306099,0.13181666666666667,0.0,0.13181666666666667,swaa_exact
arithmetic/complex_2,arithmetic,SWAA,baseline,1,1.0,0.2820306099,0.7975666666666666,0.0,0.7975666666666666,swaa_exact
arithmetic/complex_3,arithmetic,SWAA,baseline,1,1.0,0.7203701405,1.3622166666666666,0.0,1.3622166666666666,swaa_exact
arithmetic/complex_3,arithmetic,SWAA,baseline,1,1.0,0.7203701405,0.8716,0.0,0.8716,swaa_exact
arithmetic/complex_3,arithmetic,SWAA,baseline,1,1.0,0.7203701405,0.3148666666666667,0.0,0.3148666666666667,swaa_exact
arithmetic/complex_4,arithmetic,SWAA,baseline,1,1.0,0.1691079557,0.23585,0.0,0.23585,swaa_exact
arithmetic/complex_4,arithmetic,SWAA,baseline,1,1.0,0.1691079557,0.09755,0.0,0.09755,swaa_exact
arithmetic/complex_4,arithmetic,SWAA,baseline,1,1.0,0.1691079557,0.21018333333333333,0.0,0.21018333333333333,swaa_exact
arithmetic/complex_5,arithmetic,SWAA,baseline,1,1.0,0.4299560256,1.7807166666666667,0.0,1.7807166666666667,swaa_exact
arithmetic/complex_5,arithmetic,SWAA,baseline,1,1.0,0.4299560256,0.30738333333333334,0.0,0.30738333333333334,swaa_exact
arithmetic/complex_5,arithmetic,SWAA,baseline,1,1.0,0.4299560256,0.14523333333333333,0.0,0.14523333333333333,swaa_exact
arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,0.10768333333333334,0.0,0.10768333333333334,swaa_exact
arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,0.08876666666666666,0.0,0.08876666666666666,swaa_exact
arithmetic/complex_6,arithmetic,SWAA,baseline,1,1.0,0.07750217520000001,0.0487,0.0,0.0487,swaa_exact
arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,0.14621666666666666,0.0,0.14621666666666666,swaa_exact
arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,0.26526666666666665,0.0,0.26526666666666665,swaa_exact
arithmetic/complex_7,arithmetic,SWAA,baseline,1,1.0,0.15773222080000002,0.10116666666666667,0.0,0.10116666666666667,swaa_exact
arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,0.92645,0.0,0.92645,swaa_exact
arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,0.0921,0.0,0.0921,swaa_exact
arithmetic/complex_8,arithmetic,SWAA,baseline,1,1.0,0.1732389399,0.06095,0.0,0.06095,swaa_exact
arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,0.50075,0.0,0.50075,swaa_exact
arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,0.12308333333333334,0.0,0.12308333333333334,swaa_exact
arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,0.08261666666666667,0.0,0.08261666666666667,swaa_exact
arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,0.020883333333333334,0.0,0.020883333333333334,swaa_exact
arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,0.021716666666666665,0.0,0.021716666666666665,swaa_exact
arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,0.017416666666666667,0.0,0.017416666666666667,swaa_exact
arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,0.13745,0.0,0.13745,swaa_exact
arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,0.06365,0.0,0.06365,swaa_exact
arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,0.03351666666666667,0.0,0.03351666666666667,swaa_exact
arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,0.03645,0.0,0.03645,swaa_exact
arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,0.028,0.0,0.028,swaa_exact
arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,0.024616666666666665,0.0,0.024616666666666665,swaa_exact
arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,0.028233333333333333,0.0,0.028233333333333333,swaa_exact
arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,0.029033333333333335,0.0,0.029033333333333335,swaa_exact
arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,0.02808333333333333,0.0,0.02808333333333333,swaa_exact
arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,0.026683333333333333,0.0,0.026683333333333333,swaa_exact
arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,0.029383333333333334,0.0,0.029383333333333334,swaa_exact
arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,0.026433333333333333,0.0,0.026433333333333333,swaa_exact
arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,0.03358333333333333,0.0,0.03358333333333333,swaa_exact
arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,0.035866666666666665,0.0,0.035866666666666665,swaa_exact
arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,0.0272,0.0,0.0272,swaa_exact
arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,0.03938333333333333,0.0,0.03938333333333333,swaa_exact
arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,0.029266666666666667,0.0,0.029266666666666667,swaa_exact
arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,0.028516666666666666,0.0,0.028516666666666666,swaa_exact
arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,0.04055,0.0,0.04055,swaa_exact
arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,0.03995,0.0,0.03995,swaa_exact
arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,0.02845,0.0,0.02845,swaa_exact
arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,0.07581666666666667,0.0,0.07581666666666667,swaa_exact
arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,0.31733333333333336,0.0,0.31733333333333336,swaa_exact
arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,0.1007,0.0,0.1007,swaa_exact
arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,0.0475,0.0,0.0475,swaa_exact
arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,0.054033333333333336,0.0,0.054033333333333336,swaa_exact
arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,0.03253333333333333,0.0,0.03253333333333333,swaa_exact
audio_classification/macaques,audio_classification,HCAST,baseline,0,0.0,310.885,30.0,0.6720708484629832,30.672070848462983,delta_imputed_failure
audio_classification/macaques,audio_classification,HCAST,baseline,0,0.0,310.885,117.0,0.6720708484629832,117.67207084846298,delta_imputed_failure
audio_classification/macaques,audio_classification,HCAST,baseline,1,0.9868421053,310.885,172.0,0.6720708484629832,172.672070848463,delta_corrected
audio_classification/macaques,audio_classification,HCAST,baseline,1,1.0,310.885,299.0,0.6720708484629832,299.67207084846297,delta_corrected
audio_classification/macaques,audio_classification,HCAST,baseline,0,0.0,310.885,360.0,0.6720708484629832,360.67207084846297,delta_imputed_failure
audio_classification/macaques,audio_classification,HCAST,baseline,1,1.0,310.885,580.0,0.6720708484629832,580.672070848463,delta_corrected
audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,63.0,,63.0,uncorrected_no_delta
audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,270.0,,270.0,uncorrected_no_delta
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.995,1.0,0.1617261604283688,1.1617261604283688,delta_corrected
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.995,2.0,0.1617261604283688,2.1617261604283686,delta_corrected
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.995,3.0,0.1617261604283688,3.1617261604283686,delta_corrected
automatic_jailbreak/gpt4,automatic_jailbreak,HCAST,estimate,0,0.15,120.0,176.0,,176.0,uncorrected_no_delta
blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,7.0,0.04300000000024864,7.043000000000249,delta_imputed_failure
